Time (s),Force (N) E1,Force (N) E2,Force (N) E3,Force (N) O1,Force (N) O2,Force (N) O3,Force (N) O4
24.22,-10.243,-8.578,-11.538,-8.65,-9.101,-9.851,-8.929
24.287,-10.2,-8.535,-11.538,-8.607,-9.058,-9.787,-8.929
24.353,-10.222,-8.557,-11.56,-8.586,-9.036,-9.787,-8.929
24.42,-10.179,-8.599,-11.431,-8.629,-9.079,-9.765,-8.929
24.487,-10.157,-8.599,-11.431,-8.629,-9.101,-9.744,-8.929
24.553,-10.114,-8.557,-11.431,-8.607,-9.079,-9.744,-8.929
24.62,-10.114,-8.535,-11.431,-8.586,-9.015,-9.787,-8.929
24.687,-10.071,-8.557,-11.409,-8.586,-9.036,-9.744,-8.929
24.753,-10.007,-8.621,-11.431,-8.586,-9.079,-9.615,-8.929
24.82,-9.964,-8.599,-11.367,-8.586,-9.101,-9.615,-8.929
24.887,-9.964,-8.557,-11.281,-8.586,-9.079,-9.615,-8.929
24.953,-10.007,-8.535,-11.281,-8.586,-9.015,-9.615,-8.929
25.02,-10.028,-8.578,-11.281,-8.586,-9.036,-9.594,-8.929
25.087,-9.557,-7.484,-11.259,-5.282,-9.079,-7.642,-7.041
25.153,-0.505,0.281,-5.639,-0.027,-3.202,-0.006,-0.027
25.22,0.16,0.066,0.109,0.016,-0.006,0.059,0.016
25.287,0.16,0.066,0.002,-0.006,0.037,-0.006,0.102
25.353,0.096,0.066,0.045,-0.027,-0.006,0.016,-0.006
25.42,0.139,0.045,0.045,0.059,0.016,0.059,0.016
25.487,0.16,0.066,-0.041,0.037,0.145,0.016,0.08
25.553,0.096,0.066,0.002,-0.006,0.037,-0.006,0.037
25.62,-0.011,0.066,0.024,-0.006,-0.006,0.102,-0.006
25.687,0.032,0.066,0.045,0.016,0.08,0.037,0.123
25.753,0.01,0.066,0.045,-0.006,0.059,-0.006,0.123
25.82,0.01,0.002,-0.019,-0.027,-0.006,0.059,-0.006
25.887,0.01,0.024,-0.019,-0.006,0.037,0.08,0.059
25.953,0.01,0.066,0.024,-0.027,0.037,-0.006,0.08
26.02,0.01,0.002,0.045,-0.006,-0.006,0.059,-0.006
26.087,0.01,-0.019,-0.105,0.037,0.059,0.059,0.037
26.153,-0.011,0.024,-0.105,0.016,0.102,-0.006,0.059
26.22,-0.033,0.045,0.002,-0.006,0.016,0.059,0.016
26.287,-0.011,0.024,-0.062,-0.006,0.016,0.145,0.037
26.353,0.032,-0.041,-0.105,-0.006,0.123,-0.006,0.145
26.42,-0.011,-0.019,-0.062,-0.027,0.037,0.016,0.059
26.487,0.01,0.024,-0.084,0.016,0.016,0.123,0.016
